http://loinc.org	24615-7	RFA Guidance for angioplasty of Carotid artery.intracranial-- W contrast IA
http://loinc.org	24617-3	RFA Carotid arteries Views W contrast IA
http://loinc.org	24619-9	XR Wrist Views
http://loinc.org	24620-7	RF Catheter Views for patency check W contrast via catheter
http://loinc.org	24621-5	RF Guidance for percutaneous drainage and placement of drainage catheter of Unspecified body region
http://loinc.org	24622-3	RFA Celiac artery Views W contrast IA
http://loinc.org	24623-1	CT Guidance for nerve block of Celiac plexus
http://loinc.org	24624-9	RFA Guidance for change of CV catheter in Vein-- W contrast IV
http://loinc.org	24625-6	RFA Guidance for placement of CV catheter in Vein-- W contrast IV
http://loinc.org	24626-4	RFA Guidance for reposition of CV catheter in Vein-- W contrast IV
http://loinc.org	24627-2	CT Chest
http://loinc.org	24628-0	CT Chest W contrast IV
http://loinc.org	24629-8	MR Chest
http://loinc.org	24631-4	RF Unspecified body region Views for central venous catheter placement check
http://loinc.org	24632-2	Portable XR Chest Views AP
http://loinc.org	24634-8	Portable XR Chest Views W inspiration and expiration
http://loinc.org	24635-5	XR Chest PA upright Views W inspiration and expiration
http://loinc.org	24636-3	Portable XR Chest AP left lateral-decubitus
http://loinc.org	24637-1	XR Chest AP left lateral-decubitus
http://loinc.org	24638-9	Portable XR Chest Left lateral upright
http://loinc.org	24639-7	XR Chest Left lateral upright
http://loinc.org	24640-5	XR Chest Apical lordotic
http://loinc.org	24641-3	Portable XR Chest Left oblique
http://loinc.org	24642-1	XR Chest AP and PA upright
http://loinc.org	24643-9	XR Chest PA and Lateral and Oblique upright
http://loinc.org	24644-7	Portable XR Chest PA and Lateral upright
http://loinc.org	24645-4	Portable XR Chest PA and Right lateral and Right oblique and Left oblique upright
http://loinc.org	24646-2	XR Chest PA and Right lateral and Right oblique and Left oblique upright
http://loinc.org	24647-0	XR Chest PA and Lateral upright
http://loinc.org	24648-8	XR Chest PA upright
http://loinc.org	24649-6	Portable XR Chest Right lateral-decubitus and Left lateral-decubitus
http://loinc.org	24650-4	XR Chest Right lateral-decubitus and Left lateral-decubitus
http://loinc.org	24651-2	XR Chest Right oblique and Left oblique upright
http://loinc.org	24652-0	Portable XR Chest AP right lateral-decubitus
http://loinc.org	24653-8	XR Chest AP and AP right lateral-decubitus
http://loinc.org	24654-6	Portable XR Chest AP and AP right lateral-decubitus
http://loinc.org	24656-1	RF Chest Single view during surgery
http://loinc.org	24657-9	XR tomography Chest
http://loinc.org	24658-7	RFA Thoracic and abdominal aorta Views W contrast IA
http://loinc.org	24659-5	MRA Chest vessels W contrast IV
http://loinc.org	24660-3	MRA Thoracic Aorta
http://loinc.org	24661-1	RF Pleural space Views W contrast intra pleural space
http://loinc.org	24663-7	NM Cerebral cisterns Views W radionuclide IT
http://loinc.org	24664-5	XR Clavicle Views
http://loinc.org	24665-2	XR Sacrum and Coccyx Views
http://loinc.org	24666-0	RF Colon Views W air and barium contrast PR
http://loinc.org	24667-8	RF Colon Views W contrast PR
http://loinc.org	24668-6	RF Colon Single view for transit Post solid contrast
http://loinc.org	24669-4	RF Colon Views W water soluble contrast PR
http://loinc.org	24671-0	RF Guidance for aspiration of cyst of Unspecified body region
http://loinc.org	24674-4	MR Elbow
http://loinc.org	24675-1	MR Elbow WO and W contrast IV
http://loinc.org	24676-9	XR Elbow Views
http://loinc.org	24678-5	RF Esophagus Views W contrast PO
http://loinc.org	24679-3	RF Esophagus Views W gastrografin PO
http://loinc.org	24680-1	RF Guidance for dilation of Esophagus
http://loinc.org	24681-9	RF videography Hypopharynx and Esophagus Views
http://loinc.org	24682-7	RF videography Hypopharynx and Esophagus Views W liquid and paste contrast PO during swallowing
http://loinc.org	24683-5	NM Esophagus+Stomach Views W Tc-99m SC PO
http://loinc.org	24684-3	RFA Guidance for embolectomy of Extracranial vessels-- W contrast IA
http://loinc.org	24685-0	RFA Peripheral veins Views W contrast IV
http://loinc.org	24686-8	XR Lower extremity Views
http://loinc.org	24687-6	MR Lower Extremity Joint
http://loinc.org	24688-4	MR Upper extremity
http://loinc.org	24689-2	XR Upper extremity Views
http://loinc.org	24690-0	CT Extremity
http://loinc.org	24691-8	CT Extremity W contrast IV
http://loinc.org	24694-2	MR Face WO and W contrast IV
http://loinc.org	24695-9	XR Facial bones Views
http://loinc.org	24696-7	CT Facial bones
http://loinc.org	24697-5	CT Facial bones W contrast IV
http://loinc.org	24698-3	RFA Guidance for angioplasty of Femoral artery-- W contrast IA
http://loinc.org	24699-1	RFA Femoral artery Runoff W contrast IA
http://loinc.org	24700-7	XR Femur and Tibia Views for leg length
http://loinc.org	24701-5	DXA Femur [Mass/Area] Bone density
http://loinc.org	24702-3	MR Thigh
http://loinc.org	24703-1	MR Thigh WO and W contrast IV
http://loinc.org	24704-9	XR Femur Views
http://loinc.org	24705-6	MR Finger
http://loinc.org	24706-4	XR Finger Views
http://loinc.org	24707-2	MR Foot
http://loinc.org	24708-0	XR Foot Views W standing
http://loinc.org	24709-8	XR Foot Views
http://loinc.org	24710-6	MR Forearm
http://loinc.org	24712-2	XR Gallbladder Views W contrast PO
http://loinc.org	24713-0	XR Gallbladder Views 48H post contrast PO
http://loinc.org	24714-8	NM Gastrointestinal tract Views for gastrointestinal bleeding W Tc-99m tagged RBC IV
http://loinc.org	24715-5	RF Gastrointestinal tract upper Single view W contrast PO
http://loinc.org	24716-3	RF Guidance for placement of decompression tube in Gastrointestinal tract
http://loinc.org	24718-9	RF Guidance for transjugular biopsy of Liver-- W contrast IV
http://loinc.org	24720-5	MR Hand
http://loinc.org	24721-3	XR Hand 2 Views
http://loinc.org	24722-1	XR Hand 3 Views
http://loinc.org	24723-9	XR Hand Arthritis
http://loinc.org	24724-7	XR Wrist and Hand Bone age Views
http://loinc.org	24725-4	CT Head
http://loinc.org	24726-2	CT Head WO and W contrast IV
http://loinc.org	24727-0	CT Head W contrast IV
http://loinc.org	24728-8	CT perfusion Head
http://loinc.org	24729-6	CT perfusion Head WO and W contrast IV
http://loinc.org	24730-4	NM Brain Views
http://loinc.org	24734-6	CT Cerebral cisterns W contrast IT
http://loinc.org	24735-3	MR Internal auditory canal and Posterior fossa
http://loinc.org	24740-3	MR Internal auditory canal and Posterior fossa WO and W contrast IV
http://loinc.org	24745-2	XR Petrous part of temporal bone Views
http://loinc.org	24748-6	MR Heart
http://loinc.org	24750-2	NM Heart Views at rest and W Tl-201 IV
http://loinc.org	24751-0	NM Parathyroid gland Views W TI-201 subtraction Tc-99m IV
http://loinc.org	24752-8	RF videography Heart Views
http://loinc.org	24753-6	CT Unspecified body region W contrast IV
http://loinc.org	24755-1	RFA Guidance for atherectomy of Vein-- W contrast IV
http://loinc.org	24756-9	RFA Guidance for placement of stent in Vein
http://loinc.org	24761-9	XR Hip Single view
http://loinc.org	24762-7	XR Hip Views
http://loinc.org	24764-3	RF Hip Arthrogram
http://loinc.org	24765-0	XR Humerus 2 Views
http://loinc.org	24766-8	RFA Guidance for angioplasty of Iliac artery-- W contrast IA
http://loinc.org	24767-6	XR tomography Internal auditory canal
http://loinc.org	24769-2	CT Guidance for injection of Joint space
http://loinc.org	24770-0	NM Joint Views W In-111 intrajoint
http://loinc.org	24771-8	RF Guidance for arthrocentesis of Joint space
http://loinc.org	24773-4	NM Kidney Views W radionuclide transplant scan
http://loinc.org	24776-7	NM Kidney Views
http://loinc.org	24778-3	XR Kidney - bilateral 3 Serial Views WO and W contrast IV
http://loinc.org	24779-1	RF Guidance for percutaneous placement of nephrostomy tube of Kidney - bilateral-- W contrast via tube
http://loinc.org	24780-9	RF Kidney - bilateral Views W contrast via nephrostomy tube
http://loinc.org	24781-7	RF Guidance for exchange of nephrostomy tube of Kidney - bilateral-- W contrast
http://loinc.org	24782-5	RF Guidance for percutaneous placement of nephroureteral stent of Kidney - bilateral-- W contrast via stent
http://loinc.org	24783-3	RF Kidney - bilateral Views for urodynamics
http://loinc.org	24784-1	XR tomography Kidney - bilateral WO and W contrast IV
http://loinc.org	24787-4	XR tomography Kidney - bilateral WO contrast and 10M post contrast IV
http://loinc.org	24788-2	XR Kidney - bilateral Views W contrast IV
http://loinc.org	24789-0	XR tomography Kidney - bilateral
http://loinc.org	24790-8	XR tomography Kidney - bilateral W contrast IV
http://loinc.org	24792-4	Portable XR Abdomen AP and AP left lateral-decubitus
http://loinc.org	24793-2	Portable XR Abdomen AP and Lateral
http://loinc.org	24794-0	XR Abdomen AP and Lateral
http://loinc.org	24795-7	Portable XR Abdomen Supine and Upright
http://loinc.org	24796-5	XR Abdomen AP and AP left lateral-decubitus
http://loinc.org	24797-3	XR Abdomen AP and Oblique prone
http://loinc.org	24798-1	XR Abdomen Supine and Upright
http://loinc.org	24799-9	XR Abdomen AP
http://loinc.org	24800-5	RF Knee Arthrogram
http://loinc.org	24801-3	XR Knee Merchants
http://loinc.org	24802-1	MR Knee
http://loinc.org	24803-9	MR Knee WO and W contrast IV
http://loinc.org	24804-7	NM Knee Views
http://loinc.org	24805-4	XR Knee AP and Lateral W standing
http://loinc.org	24806-2	XR Knee 2 Views
http://loinc.org	24807-0	XR Knee AP W standing
http://loinc.org	24809-6	XR Knee Views W standing
http://loinc.org	24811-2	CT Guidance for fluid aspiration of Liver
http://loinc.org	24812-0	CT Guidance for biopsy of Liver
http://loinc.org	24813-8	CT Guidance for core needle biopsy of Liver
http://loinc.org	24814-6	CT Liver
http://loinc.org	24815-3	CT Liver W contrast IV
http://loinc.org	24817-9	SPECT Liver W Tc-99m IV
http://loinc.org	24820-3	MRA Lower leg vessels W contrast IV
http://loinc.org	24821-1	MR Lower leg
http://loinc.org	24822-9	CT Guidance for fluid aspiration of Lung
http://loinc.org	24823-7	CT Guidance for biopsy of Lung
http://loinc.org	24824-5	NM Lung Portable Views
http://loinc.org	24825-2	XR Lung Views W contrast intrabronchial
http://loinc.org	24826-0	NM Lymphatic vessels Views W radionuclide intra lymphatic
http://loinc.org	24827-8	RFA Lymphatic vessels Views W contrast intra lymphatic
http://loinc.org	24828-6	XR tomography Mandible Panoramic
http://loinc.org	24829-4	XR Mandible Views
http://loinc.org	24830-2	XR Mastoid Views
http://loinc.org	24831-0	NM Small bowel Views for Meckels diverticulum W Tc-99m M04 IV
http://loinc.org	24832-8	RFA Guidance for angioplasty of Mesenteric artery-- W contrast IA
http://loinc.org	24833-6	RFA Mesenteric artery Views W contrast IA
http://loinc.org	24834-4	XR Nasal bones Views
http://loinc.org	24835-1	CT Nasopharynx and Neck
http://loinc.org	24836-9	CT Nasopharynx and Neck W contrast IV
http://loinc.org	24837-7	CT Guidance for fluid aspiration of Neck
http://loinc.org	24838-5	CT Guidance for biopsy of Neck
http://loinc.org	24839-3	MR Neck
http://loinc.org	24840-1	MR Neck WO and W contrast IV
http://loinc.org	24841-9	MR Neck W contrast IV
http://loinc.org	24843-5	XR Neck Lateral
http://loinc.org	24844-3	MRA Neck vessels W contrast IV
http://loinc.org	24845-0	RF Neck Views W contrast intra larynx
http://loinc.org	24846-8	XR Optic foramen Views
http://loinc.org	24848-4	CT Orbit - bilateral
http://loinc.org	24849-2	CT Orbit - bilateral WO and W contrast IV
http://loinc.org	24850-0	CT Orbit - bilateral W contrast IV
http://loinc.org	24851-8	MR Orbit - bilateral WO and W contrast IV
http://loinc.org	24852-6	MR Orbit - bilateral W contrast IV
http://loinc.org	24854-2	XR Orbit - bilateral Views
http://loinc.org	24855-9	RF videography Oropharynx Views
http://loinc.org	24856-7	CT Guidance for fluid aspiration of Pancreas
http://loinc.org	24857-5	CT Pancreas
http://loinc.org	24858-3	CT Pancreas W contrast IV
http://loinc.org	24860-9	RFA Pancreatic artery Views W contrast IA
http://loinc.org	24861-7	XR Patella 2 Views
http://loinc.org	24862-5	RFA Iliac artery Internal Views W contrast IA
http://loinc.org	24863-3	CT Guidance for fluid aspiration of Pelvis
http://loinc.org	24864-1	CT Guidance for biopsy of Pelvis
http://loinc.org	24865-8	CT Pelvis
http://loinc.org	24866-6	CT Pelvis W contrast IV
http://loinc.org	24867-4	MR Pelvis
http://loinc.org	24871-6	XR Pelvis Pelvimetry
http://loinc.org	24872-4	MR Pelvis and Hip
http://loinc.org	24873-2	MRA Pelvis vessels W contrast IV
http://loinc.org	24874-0	RFA Peripheral arteries Views W contrast IA
http://loinc.org	24876-5	NM Head to Pelvis Views for shunt patency W Tc-99m DTPA IT
http://loinc.org	24877-3	CT Petrous part of temporal bone
http://loinc.org	24878-1	CT Petrous part of temporal bone W contrast IV
http://loinc.org	24879-9	MR Pituitary and Sella turcica WO and W contrast IV
http://loinc.org	24880-7	MR Pituitary and Sella turcica
http://loinc.org	24882-3	RFA Guidance for percutaneous transluminal angioplasty of Popliteal artery-- W contrast IA
http://loinc.org	24887-2	RFA Guidance for embolectomy of Pulmonary arteries-- W contrast IA
http://loinc.org	24888-0	NM Pulmonary system Ventilation and Perfusion W Xe-133 IH and W Tc-99m MAA IV
http://loinc.org	24890-6	DXA Radius and Ulna [Mass/Area] Bone density
http://loinc.org	24891-4	XR Radius and Ulna Views
http://loinc.org	24893-0	RF Rectum Single view post contrast PR during defecation
http://loinc.org	24894-8	RF Rectum and Urinary bladder Views W contrast PR and intra bladder during defecation and voiding
http://loinc.org	24899-7	XR Ribs Views
http://loinc.org	24900-3	XR Sacroiliac Joint Views
http://loinc.org	24901-1	CT Guidance for injection of Sacroiliac Joint
http://loinc.org	24902-9	RF Salivary gland Views W contrast intra salivary duct
http://loinc.org	24903-7	XR Scapula Views
http://loinc.org	24904-5	CT Pituitary and Sella turcica WO and W contrast IV
http://loinc.org	24905-2	MR Shoulder
http://loinc.org	24906-0	MR Shoulder WO and W contrast IV
http://loinc.org	24908-6	XR Shoulder 3 Views
http://loinc.org	24909-4	XR Shoulder Views
http://loinc.org	24910-2	RF Shoulder Arthrogram
http://loinc.org	24911-0	RF Shunt Views
http://loinc.org	24912-8	RF Sinus tract Views W contrast intra sinus tract
http://loinc.org	24913-6	CT Sinuses limited
http://loinc.org	24914-4	MR Sinuses
http://loinc.org	24915-1	MR Sinuses W contrast IV
http://loinc.org	24916-9	XR Sinuses Views
http://loinc.org	24917-7	XR Skull Single view
http://loinc.org	24918-5	XR Skull 3 Views
http://loinc.org	24919-3	XR Skull AP and Lateral
http://loinc.org	24920-1	XR Skull Lateral
http://loinc.org	24921-9	XR Skull Waters
http://loinc.org	24922-7	XR Skull 5 Views
http://loinc.org	24923-5	RF Small bowel Views W positive contrast via enteroclysis tube
http://loinc.org	24924-3	RF Small bowel Views W contrast PO
http://loinc.org	24925-0	RFA Spinal artery Views W contrast IA
http://loinc.org	24929-2	XR Thoracic and lumbar spine Views for scoliosis W flexion and W extension
http://loinc.org	24930-0	XR Thoracic and lumbar spine Views for scoliosis
http://loinc.org	24931-8	RF Guidance for injection of Spine facet joint
http://loinc.org	24932-6	CT Cervical spine
http://loinc.org	24933-4	CT Cervical spine W contrast IV
http://loinc.org	24934-2	CT Cervical spine W contrast IT
http://loinc.org	24935-9	MR Cervical spine
http://loinc.org	24936-7	MR Cervical spine W anesthesia
http://loinc.org	24937-5	MR Cervical spine WO and W contrast IV
http://loinc.org	24938-3	MR Cervical spine W contrast IV
http://loinc.org	24939-1	XR Cervical spine 5 Views
http://loinc.org	24940-9	XR Cervical spine Single view
http://loinc.org	24941-7	XR Cervical spine 3 Views
http://loinc.org	24942-5	XR Cervical spine AP and Lateral
http://loinc.org	24943-3	XR Cervical spine Lateral
http://loinc.org	24944-1	XR Cervical spine Swimmers
http://loinc.org	24945-8	XR Cervical spine Views W flexion and W extension
http://loinc.org	24946-6	XR Cervical spine Views
http://loinc.org	24947-4	RF Cervical spine Views W contrast IT
http://loinc.org	24948-2	XR Spine Cervical Odontoid and Cervical axis AP
http://loinc.org	24963-1	CT Lumbar spine
http://loinc.org	24964-9	CT Lumbar spine W contrast IV
http://loinc.org	24965-6	CT Lumbar spine W contrast IT
http://loinc.org	24966-4	DXA Lumbar spine [Mass/Area] Bone density
http://loinc.org	24967-2	MR Lumbar spine WO and W contrast IV
http://loinc.org	24968-0	MR Lumbar spine
http://loinc.org	24969-8	XR Lumbar spine Lateral
http://loinc.org	24970-6	XR Lumbar spine AP and Lateral
http://loinc.org	24971-4	XR Lumbar spine Views W flexion and W extension
http://loinc.org	24972-2	XR Lumbar spine Views
http://loinc.org	24973-0	RF Guidance for fluid aspiration of Lumbar spine space
http://loinc.org	24974-8	RF Lumbar spine Views W contrast IT
http://loinc.org	24975-5	XR Spine.lumbar and Sacroiliac joint - bilateral Views
http://loinc.org	24977-1	MR Lumbar spine W anesthesia
http://loinc.org	24978-9	CT Thoracic spine
http://loinc.org	24979-7	CT Thoracic spine W contrast IV
http://loinc.org	24980-5	MR Thoracic spine
http://loinc.org	24981-3	MR Thoracic spine WO and W contrast IV
http://loinc.org	24982-1	MR Thoracic spine W contrast IV
http://loinc.org	24983-9	XR Thoracic spine Views
http://loinc.org	24984-7	XR Thoracic and lumbar spine 2 Views
http://loinc.org	24985-4	RF Thoracic spine Views W contrast IT
http://loinc.org	24988-8	CT Spleen
http://loinc.org	24989-6	CT Spleen WO and W contrast IV
http://loinc.org	24991-2	RFA Splenic vein and Portal vein Views W contrast IA
http://loinc.org	24992-0	RFA Splenic artery Views W contrast IA
http://loinc.org	24994-6	XR Sternum Views
http://loinc.org	24995-3	RF Guidance for placement of tube in Stomach
http://loinc.org	24996-1	RF Guidance for percutaneous replacement of gastrostomy of Stomach
http://loinc.org	24997-9	NM Stomach Views for gastric emptying solid phase W Tc-99m SC PO
http://loinc.org	24998-7	RF Placement check of gastrostomy tube W contrast via GI tube
http://loinc.org	24999-5	MR Temporomandibular joint
http://loinc.org	25000-1	XR Temporomandibular joint Views
http://loinc.org	25001-9	NM Scrotum and testicle Views W Tc-99m pertechnetate IV
http://loinc.org	25003-5	MRA Thigh vessels W contrast IV
http://loinc.org	25006-8	XR Thumb Views
http://loinc.org	25007-6	NM Thyroid gland Views W I-131 IV
http://loinc.org	25008-4	NM Thyroid gland Views and Views uptake W I-131 IV
http://loinc.org	25011-8	XR Tibia and Fibula Views
http://loinc.org	25013-4	XR Toes Views
http://loinc.org	25016-7	RF Urethra Views W contrast intra urethra
http://loinc.org	25017-5	RF Urinary bladder and Urethra Views W contrast intra bladder
http://loinc.org	25018-3	NM Urinary bladder Views
http://loinc.org	25020-9	RF Urinary bladder and Urethra Views W contrast retrograde via urethra
http://loinc.org	25022-5	RF Uterus and Fallopian tubes Views W contrast IU
http://loinc.org	25023-3	RFA Vein Views W contrast IV
http://loinc.org	25024-1	RFA Guidance for placement of peripherally-inserted central venous catheter in Vein
http://loinc.org	25025-8	RFA Vena cava Views W contrast IV
http://loinc.org	25026-6	RFA Guidance for placement of venous filter in Inferior vena cava-- W contrast IV
http://loinc.org	25027-4	Guidance for placement of large bore CV catheter in Vein
http://loinc.org	25028-2	RFA Guidance for placement of catheter for infusion of thrombolytic in Vessel-- W contrast intravascular
http://loinc.org	25029-0	RFA Guidance for placement of catheter for vasoconstrictor infusion in Vessels
http://loinc.org	25030-8	RFA Abdominal arteries Views W contrast IA
http://loinc.org	25031-6	NM Bone Views
http://loinc.org	25032-4	NM Bone Views W In-111 tagged WBC IV
http://loinc.org	25033-2	MR Wrist
http://loinc.org	25034-0	RF Wrist Arthrogram
http://loinc.org	25035-7	MR Wrist WO and W contrast IV
http://loinc.org	25039-9	CT Unspecified body region limited
http://loinc.org	25043-1	CT Guidance for fluid aspiration of Unspecified body region
http://loinc.org	25044-9	CT Guidance for biopsy of Unspecified body region
http://loinc.org	25045-6	CT Unspecified body region
http://loinc.org	25046-4	CT Unspecified body region W anesthesia
http://loinc.org	25047-2	CT Unspecified body region W conscious sedation
http://loinc.org	25053-0	CT Guidance for radiosurgery of Unspecified body region
http://loinc.org	25054-8	CT Guidance for radiosurgery of Unspecified body region-- W contrast IV
http://loinc.org	25056-3	MR Unspecified body region
http://loinc.org	25057-1	MR Unspecified body region W conscious sedation
http://loinc.org	25058-9	MRA Unspecified body region W contrast IV
http://loinc.org	25062-1	XR Unspecified body region Comparison view
http://loinc.org	25063-9	RFA Vessel Single view W contrast IA
http://loinc.org	25064-7	RFA Vessel Views for angioplasty W contrast IA
http://loinc.org	25065-4	RF 15 minutes
http://loinc.org	25066-2	RF 30 minutes
http://loinc.org	25067-0	RF 45 minutes
http://loinc.org	25068-8	RF 1 hour
http://loinc.org	25069-6	RF Guidance for biopsy of Unspecified body region
http://loinc.org	25070-4	RF Unspecified body region Views during surgery
http://loinc.org	25071-2	XR tomography Unspecified body region
http://loinc.org	25072-0	Guidance for placement of infusion port
http://loinc.org	25073-8	RFA Guidance for removal of foreign body from Vessel
http://loinc.org	25074-6	XR Zygomatic arch Views
http://loinc.org	25076-1	RFA Hepatic artery Views W contrast IA
http://loinc.org	25077-9	RFA Guidance for placement of catheter in Hepatic artery-- W contrast IA
http://loinc.org	25078-7	RF Guidance for placement of stent in Intrahepatic portal system
http://loinc.org	25079-5	RFA Renal arteries Views W contrast IA
http://loinc.org	25080-3	RFA Renal vein - bilateral Views for renin sampling W contrast IV
http://loinc.org	25081-1	RFA Guidance for angioplasty of Renal vessel-- W contrast IA
http://loinc.org	26064-6	RFA Vein - bilateral Views W contrast IV
http://loinc.org	26065-3	RFA Vein - left Views W contrast IV
http://loinc.org	26066-1	RFA Vein - right Views W contrast IV
http://loinc.org	26067-9	RF Salivary gland - bilateral Views W contrast intra salivary duct
http://loinc.org	26068-7	RF Salivary gland - left Views W contrast intra salivary duct
http://loinc.org	26069-5	RF Salivary gland - right Views W contrast intra salivary duct
http://loinc.org	26070-3	RF Hip - bilateral Arthrogram
http://loinc.org	26071-1	RF Hip - left Arthrogram
http://loinc.org	26072-9	RF Hip - right Arthrogram
http://loinc.org	26073-7	RF Knee - bilateral Arthrogram
http://loinc.org	26074-5	RF Knee - left Arthrogram
http://loinc.org	26075-2	RF Knee - right Arthrogram
http://loinc.org	26076-0	RF Shoulder - bilateral Arthrogram
http://loinc.org	26077-8	RF Shoulder - left Arthrogram
http://loinc.org	26078-6	RF Shoulder - right Arthrogram
http://loinc.org	26079-4	RFA Carotid arteries - bilateral Views W contrast IA
http://loinc.org	26080-2	RFA Carotid arteries - left Views W contrast IA
http://loinc.org	26081-0	RFA Carotid arteries -right Views W contrast IA
http://loinc.org	26082-8	RFA Spinal artery - bilateral Views W contrast IA
http://loinc.org	26083-6	RFA Spinal artery - left Views W contrast IA
http://loinc.org	26084-4	RFA Spinal artery - right Views W contrast IA
http://loinc.org	26085-1	XR Knee - bilateral Views W standing
http://loinc.org	26086-9	XR Knee - left Views W standing
http://loinc.org	26087-7	XR Knee - right Views W standing
http://loinc.org	26088-5	NM Knee - bilateral Views
http://loinc.org	26089-3	NM Knee - left Views
http://loinc.org	26090-1	NM Knee - right Views
http://loinc.org	26091-9	NM Scrotum and Testicle - bilateral Views W Tc-99m pertechnetate IV
http://loinc.org	26092-7	NM Scrotum and Testicle - left Views W Tc-99m pertechnetate IV
http://loinc.org	26093-5	NM Scrotum and Testicle - right Views W Tc-99m pertechnetate IV
http://loinc.org	26094-3	XR Foot - bilateral Views W standing
http://loinc.org	26095-0	XR Foot - left Views W standing
http://loinc.org	26096-8	XR Foot - right Views W standing
http://loinc.org	26097-6	XR Ankle - bilateral Views
http://loinc.org	26098-4	XR Ankle - left Views
